C,dphi,tau,C_cl,dphi_cl,tau_cl,F_res,F_cap,B,S,zone,phi_lock_T_cl,C_hat_cl,theta_C_cl,pi_gate_ok_cl,phi_lock_ok_cl,G_phi,phase_type,inversion_flag,F_phi,C_phi_signed,R_combo_signed_raw,R_combo_signed_unit
0.11856367928153,1.1484848484848484,0.8561159420289856,0.11856367928153,1.1484848484848484,0.8561159420289856,0.0883810144404083,0.0883810144404083,0.2332,0.7669,regulativ,2.5683478260869568,0.0509415010920154,0.62,False,True,0.40986994714309827,interference,0,0.036224721717143554,0.04859568896021196,0.30552966926007585,0.017866270475678736
0.11856367928153,1.163131313131313,0.8561159420289856,0.11856367928153,1.163131313131313,0.8561159420289856,0.0872680967596563,0.0872680967596563,0.2285,0.7716,regulativ,2.5683478260869568,0.0492756616601146,0.62,False,True,0.39646677869957714,interference,0,0.03459890120554394,0.04700655999551799,0.29181703381006513,0.017064405129908578
0.11856367928153,1.1777777777777778,0.8561159420289856,0.11856367928153,1.1777777777777778,0.8561159420289856,0.0861828588496949,0.0861828588496949,0.2238,0.7763,regulativ,2.5683478260869568,0.047599251855129,0.62,False,True,0.3829785621486261,interference,0,0.03300618736411415,0.045407347414291206,0.27838362949028267,0.016278868211128738
0.11856367928153,1.1924242424242424,0.8561159420289856,0.11856367928153,1.1924242424242424,0.8561159420289856,0.0851242807443831,0.0851242807443831,0.2195,0.7806,regulativ,2.5683478260869568,0.0459126312922619,0.62,False,True,0.36940819091625715,interference,0,0.031445606552830144,0.043798394271765316,0.26522124434214306,0.015509179513689858
0.11856367928153,1.207070707070707,0.8561159420289856,0.11856367928153,1.207070707070707,0.8561159420289856,0.0840913919822127,0.0840913919822127,0.2153,0.7848,regulativ,2.5683478260869568,0.0442161617770783,0.62,False,True,0.3557585760519009,interference,0,0.029916233869814228,0.04218004571267138,0.2523220774785339,0.014754882869916192
0.11856367928153,1.2217171717171718,0.8561159420289856,0.11856367928153,1.2217171717171718,0.8561159420289856,0.0830832686388956,0.0830832686388956,0.2112,0.7889,regulativ,2.5683478260869568,0.0425102072278918,0.62,False,True,0.3420326456039428,interference,0,0.028417190177984556,0.04055264889719909,0.239678714005727,0.014015544683629604
0.11856367928153,1.2363636363636363,0.8561159420289856,0.11856367928153,1.2363636363636363,0.8561159420289856,0.0820990305708695,0.0820990305708695,0.2071,0.793,regulativ,2.5683478260869568,0.0407951335976993,0.62,False,True,0.32823334399161347,interference,0,0.0269476393427462,0.03891655292652577,0.22728410172527547,0.013290752567760768
0.11856367928153,1.251010101010101,0.8561159420289856,0.11856367928153,1.251010101010101,0.8561159420289856,0.0811378388524378,0.0811378388524378,0.2032,0.7969,regulativ,2.5683478260869568,0.039071308795678,0.62,False,True,0.3143636313733648,interference,0,0.025506785663439235,0.03727210876792875,0.2151315294701109,0.012580114077522431
0.11856367928153,1.2656565656565657,0.8561159420289856,0.11856367928153,1.2656565656565657,0.8561159420289856,0.0801988933908573,0.0801988933908573,0.1997,0.8004,fragmentiert,2.5683478260869568,0.0373391026082634,0.62,False,True,0.30042648301187225,interference,0,0.024093871482859342,0.03561966917949764,0.20321460694255578,0.011883255531409277
0.11856367928153,1.2803030303030305,0.8561159420289856,0.11856367928153,1.2803030303030305,0.8561159420289856,0.0792814307051236,0.0792814307051236,0.1954,0.8047,fragmentiert,2.5683478260869568,0.035598886619825,0.62,False,True,0.2864248886357962,interference,0,0.02270817496060162,0.03395958863446249,0.1915272459340687,0.011199820912996533
