id,K,varphi,varphi_deg,tau_rgn,zone,B,S,R_Qeff_raw,R_PLV,R_combo_norm,F_res,F_cap,C,C_cl,dphi_cl,tau_cl
5691,0.0044145748664787,1.3828282828282827,79.23022439738354,0.8561159420289856,regulativ,0.2557,0.7444,0.6191050274716551,0.1868631170348037,0.0044145748664787,0.0938391085245613,0.0938391085245613,0.1515721959289979,0.1515721959289979,1.3828282828282827,0.8561159420289856
5692,0.0038261372009527,1.397474747474747,80.0694050064135,0.8561159420289856,regulativ,0.2518,0.7483,0.612616395091215,0.1724551077430998,0.0038261372009527,0.092855612266082,0.092855612266082,0.1515721959289979,0.1515721959289979,1.397474747474747,0.8561159420289856
5693,0.0032485914152236,1.412121212121212,80.90858561544353,0.8561159420289856,regulativ,0.2477,0.7524,0.6062623623810413,0.1580101042281258,0.0032485914152236,0.0918925175751963,0.0918925175751963,0.1515721959289979,0.1515721959289979,1.412121212121212,0.8561159420289856
5694,0.0026817110617272,1.426767676767677,81.74776622447352,0.8561159420289856,regulativ,0.2438,0.7563,0.6000387841477491,0.1435312051611376,0.0026817110617272,0.0909491961558403,0.0909491961558403,0.1515721959289979,0.1515721959289979,1.426767676767677,0.8561159420289856
5695,0.0021252791499291,1.4414141414141413,82.5869468335035,0.8561159420289856,regulativ,0.24,0.7601,0.593941683678133,0.129021516484498,0.0021252791499291,0.0900250452488608,0.0900250452488608,0.1515721959289979,0.1515721959289979,1.4414141414141413,0.8561159420289856
5696,0.0015790876477232,1.456060606060606,83.4261274425335,0.8561159420289856,regulativ,0.2364,0.7637,0.5879672442654844,0.1144841507454048,0.0015790876477232,0.0891194863476409,0.0891194863476409,0.1515721959289979,0.1515721959289979,1.456060606060606,0.8561159420289856
5697,0.0010429370125741,1.4707070707070706,84.2653080515635,0.8561159420289856,regulativ,0.2326,0.7675,0.582111801242236,0.0999222264282046,0.0010429370125741,0.08823196399047,0.08823196399047,0.1515721959289979,0.1515721959289979,1.4707070707070706,0.8561159420289856
5698,0.0005166357503561,1.4853535353535352,85.10448866059349,0.8561159420289856,regulativ,0.2289,0.7712,0.5763718344839822,0.0853388672854289,0.0005166357503561,0.087361944624362,0.087361944624362,0.1515721959289979,0.1515721959289979,1.4853535353535352,0.8561159420289856
5699,0.0,1.5,85.94366926962348,0.8561159420289856,regulativ,0.2254,0.7747,0.570743961352657,0.0707372016677029,0.0,0.0865089155354373,0.0865089155354373,0.1515721959289979,0.1515721959289979,1.5,0.8561159420289856
5700,1.0,0.05,2.8647889756541165,0.8561159420289856,kohärent,0.99505,0.0064,17.12231884057971,0.9987502603949664,1.0,2.630591362718904,2.280505200141677,0.1536352282194647,0.1536352282194647,0.05,0.8561159420289856
5701,0.7722499993074895,0.0646464646464646,3.703969584684107,0.8561159420289856,kohärent,0.9864,0.0137,13.243043478260878,0.9979111449289616,0.7722499993074895,2.0345980071029035,2.0345980071029035,0.1536352282194647,0.1536352282194647,0.0646464646464646,0.8561159420289856
5702,0.6285014678807862,0.0792929292929292,4.543150193714099,0.8561159420289856,kohärent,0.9787,0.0214,10.796876211575754,0.996857962462091,0.6285014678807862,1.6587805408227505,1.6587805408227505,0.1536352282194647,0.1536352282194647,0.0792929292929292,0.8561159420289856
5703,0.5294635165870237,0.0939393939393939,5.382330802744095,0.8561159420289856,kohärent,0.9703,0.0298,9.113492286115012,0.995590938917888,0.5294635165870237,1.400153467253611,1.400153467253611,0.1536352282194647,0.1536352282194647,0.0939393939393939,0.8561159420289856
5704,0.4570440827919281,0.1085858585858585,6.2215114117740855,0.8561159420289856,kohärent,0.9618,0.0383,7.884230535894851,0.994110346092024,0.4570440827919281,1.211295557717078,1.211295557717078,0.1536352282194647,0.1536352282194647,0.1085858585858585,0.8561159420289856
5705,0.4017522670479748,0.1232323232323232,7.060692020804082,0.8561159420289856,kohärent,0.9531,0.047,6.947170349251606,0.9924165015940056,0.4017522670479748,1.067330102086769,1.067330102086769,0.1536352282194647,0.1536352282194647,0.1232323232323232,0.8561159420289856
